video_id,ts,tid,p_state,p_event,R,trigger
datasets/gmdcsa24/Subject 2/ADL/01.mp4,2.224,1,0.644,0.070,0.200,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,2.256,1,0.746,0.068,0.207,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,2.288,1,0.759,0.057,0.214,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,2.320,1,0.760,0.034,0.218,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,2.352,1,0.713,0.030,0.218,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,2.384,1,0.627,0.043,0.214,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,2.416,1,0.555,0.033,0.206,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,2.449,1,0.666,0.059,0.207,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,2.480,1,0.676,0.057,0.208,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,2.512,1,0.727,0.057,0.213,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,2.544,1,0.628,0.081,0.211,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,2.592,1,0.614,0.055,0.208,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,2.624,1,0.478,0.021,0.196,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,2.656,1,0.607,0.021,0.194,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,2.688,1,0.600,0.034,0.192,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,2.720,1,0.573,0.042,0.190,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,2.752,1,0.682,0.031,0.194,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,2.784,1,0.650,0.050,0.196,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,2.816,1,0.713,0.047,0.202,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,2.849,1,0.502,0.081,0.195,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,2.880,1,0.726,0.090,0.203,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,2.928,1,0.787,0.110,0.214,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,2.960,1,0.495,0.099,0.205,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,2.992,1,0.649,0.097,0.207,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,3.024,1,0.566,0.103,0.203,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,3.056,1,0.603,0.097,0.203,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,3.088,1,0.656,0.097,0.206,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,3.120,1,0.660,0.078,0.207,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,3.152,1,0.616,0.059,0.205,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,3.184,1,0.401,0.072,0.191,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,3.216,1,0.543,0.085,0.189,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,3.248,1,0.644,0.097,0.193,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,3.296,1,0.635,0.129,0.198,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,3.328,1,0.609,0.127,0.400,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,3.360,1,0.425,0.155,0.384,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,3.392,1,0.481,0.180,0.379,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,3.424,1,0.384,0.210,0.366,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,3.456,1,0.489,0.189,0.367,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,3.488,1,0.509,0.173,0.368,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,3.584,1,0.553,0.143,0.372,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,3.616,1,0.430,0.111,0.358,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,3.664,1,0.679,0.071,0.374,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,3.696,1,0.619,0.040,0.376,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,3.728,1,0.663,0.035,0.384,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,3.760,1,0.693,0.030,0.392,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,3.792,1,0.652,0.027,0.394,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,3.824,1,0.665,0.030,0.398,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,3.856,1,0.713,0.041,0.407,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,3.888,1,0.515,0.070,0.393,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,3.920,1,0.503,0.117,0.384,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,3.952,1,0.551,0.108,0.382,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,4.000,1,0.561,0.128,0.383,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,4.032,1,0.527,0.084,0.377,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,4.064,1,0.441,0.101,0.362,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,4.160,1,0.563,0.106,0.366,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,4.432,1,0.589,0.095,0.371,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,4.464,1,0.358,0.055,0.344,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,4.560,1,0.631,0.070,0.357,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,4.592,1,0.378,0.085,0.337,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,4.624,1,0.570,0.117,0.348,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,4.656,1,0.313,0.095,0.323,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,4.688,1,0.321,0.061,0.302,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,4.736,1,0.359,0.043,0.288,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,4.768,1,0.477,0.065,0.293,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,4.800,1,0.433,0.052,0.291,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,4.832,1,0.437,0.052,0.289,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,4.864,1,0.582,0.046,0.305,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,4.896,1,0.634,0.054,0.324,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,4.928,1,0.466,0.074,0.321,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,4.960,1,0.670,0.121,0.347,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,4.992,1,0.372,0.113,0.331,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,5.024,1,0.389,0.115,0.321,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,5.072,1,0.420,0.133,0.318,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,5.104,1,0.496,0.142,0.325,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,5.136,1,0.619,0.133,0.345,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,5.168,1,0.548,0.147,0.354,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,5.200,1,0.603,0.120,0.365,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,5.232,1,0.590,0.128,0.373,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,5.264,1,0.692,0.078,0.388,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,5.296,1,0.766,0.087,0.409,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,5.328,1,0.687,0.060,0.414,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,5.360,1,0.499,0.061,0.396,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,5.392,1,0.615,0.056,0.395,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,5.440,1,0.697,0.073,0.406,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,5.472,1,0.751,0.054,0.419,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,5.504,1,0.758,0.102,0.434,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,5.536,1,0.691,0.101,0.438,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,5.568,1,0.707,0.106,0.444,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,5.600,1,0.645,0.106,0.441,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,5.633,1,0.723,0.085,0.446,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,5.664,1,0.597,0.028,0.431,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,5.696,1,0.449,0.026,0.401,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,5.728,1,0.675,0.040,0.405,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,5.776,1,0.428,0.023,0.377,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,5.808,1,0.527,0.012,0.366,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,5.840,1,0.576,0.277,0.384,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,5.872,1,0.553,0.000,0.374,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,5.904,1,0.735,0.000,0.387,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,5.936,1,0.631,0.000,0.385,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,5.968,1,0.687,0.000,0.391,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,6.000,1,0.590,0.000,0.383,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,6.032,1,0.544,0.000,0.372,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,6.064,1,0.470,0.009,0.355,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,6.064,2,0.669,0.000,0.040,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,6.096,1,0.377,0.047,0.333,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,6.096,2,0.828,0.000,0.082,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,6.144,1,0.523,0.057,0.334,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,6.144,2,0.624,0.000,0.103,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,6.176,1,0.571,0.005,0.336,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,6.176,2,0.435,0.000,0.108,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,6.208,1,0.470,0.012,0.326,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,6.240,1,0.463,0.000,0.316,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,6.240,2,0.679,0.000,0.127,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,6.272,1,0.413,0.450,0.339,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,6.272,2,0.572,0.137,0.142,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,6.304,1,0.606,0.450,0.380,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,6.304,2,0.660,0.124,0.158,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,6.336,1,0.412,0.000,0.353,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,6.336,2,0.635,0.223,0.173,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,6.368,1,0.482,0.000,0.340,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,6.368,2,0.852,0.134,0.195,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,6.400,1,0.414,0.025,0.324,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,6.400,2,0.807,0.061,0.207,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,6.433,1,0.441,0.000,0.312,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,6.433,2,0.878,0.087,0.222,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,6.464,1,0.588,0.000,0.320,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,6.464,2,0.828,0.060,0.230,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,6.512,1,0.618,0.000,0.330,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,6.512,2,0.343,0.114,0.209,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,6.544,1,0.514,0.000,0.326,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,6.576,1,0.582,0.000,0.331,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,6.608,1,0.693,0.000,0.348,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,6.640,1,0.622,0.000,0.353,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,6.672,1,0.724,0.000,0.369,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,6.704,1,0.771,0.000,0.388,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,6.736,1,0.765,0.000,0.402,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,6.768,1,0.759,0.000,0.413,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,6.800,1,0.661,0.000,0.409,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,6.848,1,0.665,0.000,0.407,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,6.880,1,0.768,0.000,0.418,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,6.912,1,0.756,0.000,0.425,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,6.944,1,0.537,0.000,0.405,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,6.976,1,0.784,0.000,0.418,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,7.008,1,0.730,0.000,0.422,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,7.040,1,0.802,0.000,0.434,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,7.072,1,0.766,0.000,0.439,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,7.104,1,0.752,0.000,0.441,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,7.136,1,0.777,0.000,0.446,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,7.168,1,0.674,0.000,0.438,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,7.216,1,0.816,0.000,0.448,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,7.248,1,0.707,0.000,0.444,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,7.280,1,0.455,0.000,0.409,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,7.312,1,0.658,0.003,0.407,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,7.344,1,0.719,0.000,0.412,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,7.376,1,0.753,0.000,0.420,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,7.408,1,0.724,0.000,0.423,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,7.440,1,0.782,0.000,0.432,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,7.472,1,0.726,0.000,0.433,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,7.504,1,0.795,0.000,0.442,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,7.536,1,0.793,0.000,0.448,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,7.584,1,0.704,0.000,0.443,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,7.616,1,0.813,0.000,0.452,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,7.648,1,0.771,0.019,0.456,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,7.680,1,0.811,0.000,0.462,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,7.712,1,0.795,0.000,0.465,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,7.744,1,0.777,0.000,0.465,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,7.776,1,0.794,0.000,0.467,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,7.808,1,0.758,0.000,0.465,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,7.840,1,0.773,0.000,0.465,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,7.872,1,0.785,0.000,0.466,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,7.920,1,0.780,0.000,0.466,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,7.952,1,0.716,0.041,0.462,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,7.984,1,0.785,0.048,0.468,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,8.016,1,0.788,0.051,0.473,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,8.048,1,0.737,0.000,0.467,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,8.080,1,0.792,0.041,0.472,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,8.112,1,0.790,0.000,0.472,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,8.144,1,0.808,0.306,0.499,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,8.176,1,0.747,0.000,0.489,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,8.208,1,0.683,0.000,0.473,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,8.240,1,0.670,0.000,0.459,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,8.288,1,0.805,0.033,0.466,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,8.320,1,0.805,0.007,0.470,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,8.352,1,0.671,0.008,0.457,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,8.384,1,0.669,0.001,0.446,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,8.416,1,0.803,0.013,0.454,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,8.448,1,0.755,0.018,0.456,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,8.480,1,0.754,0.038,0.458,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,8.512,1,0.567,0.060,0.439,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,8.544,1,0.724,0.110,0.447,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,8.576,1,0.652,0.127,0.446,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,8.608,1,0.474,0.145,0.425,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,8.656,1,0.631,0.129,0.426,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,8.688,1,0.714,0.112,0.436,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,8.720,1,0.654,0.113,0.436,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,8.752,1,0.696,0.132,0.443,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,8.784,1,0.669,0.123,0.444,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,8.816,1,0.679,0.107,0.446,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,8.816,5,0.677,0.000,0.041,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,8.848,1,0.762,0.082,0.454,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,8.848,5,0.726,0.000,0.076,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,8.880,1,0.629,0.065,0.444,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,8.880,5,0.482,0.000,0.090,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,8.913,1,0.611,0.065,0.434,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,8.944,1,0.590,0.060,0.423,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,8.944,5,0.564,0.000,0.106,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,8.992,1,0.658,0.050,0.421,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,8.992,5,0.726,0.000,0.128,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,9.024,1,0.634,0.049,0.417,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,9.024,5,0.741,0.056,0.149,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,9.056,5,0.437,0.067,0.148,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,9.088,1,0.521,0.000,0.396,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,9.120,1,0.672,0.000,0.397,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,9.120,5,0.771,0.044,0.167,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,9.152,1,0.715,0.000,0.404,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,9.184,1,0.741,0.000,0.412,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,9.216,1,0.712,0.000,0.415,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,9.248,1,0.701,0.000,0.416,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,9.280,1,0.674,0.000,0.414,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,9.312,1,0.647,0.000,0.409,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,9.360,1,0.576,0.000,0.396,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,9.392,1,0.679,0.000,0.398,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,9.392,5,0.543,0.000,0.166,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,9.424,1,0.596,0.000,0.390,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,9.424,5,0.680,0.000,0.174,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,9.456,1,0.477,0.000,0.369,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,9.456,5,0.759,0.021,0.185,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,9.488,1,0.557,0.000,0.362,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,9.488,5,0.475,0.005,0.177,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,9.520,1,0.639,0.000,0.367,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,9.520,5,0.773,0.021,0.189,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,9.552,1,0.426,0.000,0.344,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,9.552,5,0.517,0.027,0.183,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,9.584,1,0.453,0.003,0.330,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,9.584,5,0.671,0.058,0.189,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,9.617,1,0.318,0.000,0.302,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,9.617,5,0.677,0.029,0.193,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,9.648,1,0.489,0.002,0.301,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,9.648,5,0.714,0.023,0.198,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,9.680,1,0.540,0.000,0.305,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,9.680,5,0.817,0.013,0.208,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,9.728,1,0.609,0.000,0.317,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,9.728,5,0.782,0.016,0.214,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,9.760,1,0.465,0.000,0.310,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,9.760,5,0.791,0.019,0.219,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,9.792,1,0.526,0.000,0.311,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,9.792,5,0.512,0.002,0.206,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,9.824,1,0.457,0.000,0.304,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,9.824,5,0.811,0.038,0.215,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,9.856,5,0.852,0.000,0.223,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,9.888,5,0.796,0.000,0.226,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,9.920,5,0.718,0.000,0.224,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,9.920,1,0.632,0.000,0.319,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,9.952,5,0.565,0.006,0.214,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,9.952,1,0.573,0.000,0.324,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,9.984,1,0.356,0.000,0.302,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,10.017,1,0.387,0.000,0.288,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,10.064,1,0.491,0.000,0.289,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,10.096,1,0.428,0.000,0.283,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,10.128,1,0.748,0.000,0.316,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,10.128,5,0.601,0.078,0.210,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,10.160,1,0.540,0.023,0.319,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,10.160,5,0.371,0.000,0.190,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,10.192,1,0.549,0.015,0.323,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,10.224,1,0.409,0.019,0.309,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,10.352,1,0.699,0.050,0.335,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,10.384,1,0.706,0.029,0.355,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,10.432,1,0.545,0.038,0.352,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,10.464,1,0.500,0.053,0.346,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,10.496,1,0.450,0.040,0.334,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,10.560,1,0.614,0.028,0.343,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,10.592,9,0.717,0.000,0.043,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,10.592,1,0.701,0.005,0.359,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,10.624,9,0.393,0.000,0.058,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,10.624,1,0.731,0.000,0.375,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,10.656,9,0.800,0.000,0.094,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,10.656,1,0.657,0.000,0.379,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,10.688,9,0.760,0.000,0.121,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,10.688,1,0.730,0.000,0.391,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,10.720,9,0.641,0.000,0.135,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,10.720,1,0.719,0.001,0.399,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,10.752,9,0.396,0.001,0.132,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,10.752,1,0.652,0.020,0.399,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,10.800,1,0.703,0.013,0.404,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,10.832,1,0.733,0.000,0.411,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,10.864,1,0.693,0.015,0.414,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,10.864,9,0.557,0.011,0.140,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,10.896,1,0.733,0.014,0.420,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,10.896,9,0.730,0.015,0.156,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,10.928,1,0.677,0.023,0.419,0
datasets/gmdcsa24/Subject 2/ADL/01.mp4,10.928,9,0.812,0.011,0.174,0
