video_id,ts,tid,p_state,p_event,R,trigger
datasets/gmdcsa24/Subject 1/Fall/05.mp4,3.712,9,0.818,0.000,0.244,0
datasets/gmdcsa24/Subject 1/Fall/05.mp4,3.744,9,0.825,0.000,0.245,0
datasets/gmdcsa24/Subject 1/Fall/05.mp4,3.776,9,0.818,0.000,0.245,0
datasets/gmdcsa24/Subject 1/Fall/05.mp4,3.808,9,0.826,0.000,0.245,0
datasets/gmdcsa24/Subject 1/Fall/05.mp4,3.856,9,0.813,0.000,0.245,0
datasets/gmdcsa24/Subject 1/Fall/05.mp4,3.888,9,0.818,0.000,0.245,0
datasets/gmdcsa24/Subject 1/Fall/05.mp4,3.920,9,0.788,0.000,0.243,0
datasets/gmdcsa24/Subject 1/Fall/05.mp4,3.952,9,0.811,0.000,0.243,0
datasets/gmdcsa24/Subject 1/Fall/05.mp4,3.984,9,0.804,0.000,0.243,0
datasets/gmdcsa24/Subject 1/Fall/05.mp4,4.016,9,0.825,0.000,0.244,0
datasets/gmdcsa24/Subject 1/Fall/05.mp4,4.048,9,0.820,0.000,0.244,0
datasets/gmdcsa24/Subject 1/Fall/05.mp4,4.080,9,0.815,0.000,0.244,0
datasets/gmdcsa24/Subject 1/Fall/05.mp4,4.112,9,0.814,0.000,0.244,0
datasets/gmdcsa24/Subject 1/Fall/05.mp4,4.144,9,0.798,0.000,0.243,0
datasets/gmdcsa24/Subject 1/Fall/05.mp4,4.192,9,0.807,0.000,0.243,0
datasets/gmdcsa24/Subject 1/Fall/05.mp4,4.224,9,0.798,0.000,0.242,0
datasets/gmdcsa24/Subject 1/Fall/05.mp4,4.256,9,0.805,0.000,0.242,0
datasets/gmdcsa24/Subject 1/Fall/05.mp4,4.288,9,0.828,0.000,0.243,0
datasets/gmdcsa24/Subject 1/Fall/05.mp4,4.320,9,0.789,0.000,0.242,0
datasets/gmdcsa24/Subject 1/Fall/05.mp4,4.352,9,0.799,0.000,0.242,0
datasets/gmdcsa24/Subject 1/Fall/05.mp4,4.384,9,0.813,0.000,0.242,0
datasets/gmdcsa24/Subject 1/Fall/05.mp4,4.416,9,0.837,0.000,0.244,0
datasets/gmdcsa24/Subject 1/Fall/05.mp4,4.448,9,0.816,0.000,0.244,0
datasets/gmdcsa24/Subject 1/Fall/05.mp4,4.480,9,0.803,0.000,0.243,0
datasets/gmdcsa24/Subject 1/Fall/05.mp4,4.512,9,0.786,0.000,0.242,0
datasets/gmdcsa24/Subject 1/Fall/05.mp4,4.560,9,0.810,0.000,0.242,0
datasets/gmdcsa24/Subject 1/Fall/05.mp4,4.592,9,0.806,0.000,0.242,0
datasets/gmdcsa24/Subject 1/Fall/05.mp4,4.624,9,0.810,0.000,0.242,0
datasets/gmdcsa24/Subject 1/Fall/05.mp4,4.656,9,0.807,0.000,0.242,0
datasets/gmdcsa24/Subject 1/Fall/05.mp4,4.688,9,0.799,0.000,0.242,0
datasets/gmdcsa24/Subject 1/Fall/05.mp4,4.720,9,0.808,0.000,0.242,0
datasets/gmdcsa24/Subject 1/Fall/05.mp4,4.752,9,0.821,0.000,0.243,0
datasets/gmdcsa24/Subject 1/Fall/05.mp4,4.784,9,0.786,0.000,0.483,0
datasets/gmdcsa24/Subject 1/Fall/05.mp4,4.816,9,0.797,0.000,0.482,0
datasets/gmdcsa24/Subject 1/Fall/05.mp4,4.848,9,0.820,0.000,0.484,0
datasets/gmdcsa24/Subject 1/Fall/05.mp4,4.880,9,0.806,0.000,0.484,0
datasets/gmdcsa24/Subject 1/Fall/05.mp4,4.928,9,0.825,0.000,0.486,0
datasets/gmdcsa24/Subject 1/Fall/05.mp4,4.960,9,0.809,0.000,0.486,0
datasets/gmdcsa24/Subject 1/Fall/05.mp4,4.992,9,0.787,0.000,0.483,0
datasets/gmdcsa24/Subject 1/Fall/05.mp4,5.024,9,0.788,0.000,0.481,0
datasets/gmdcsa24/Subject 1/Fall/05.mp4,5.056,9,0.799,0.000,0.481,0
datasets/gmdcsa24/Subject 1/Fall/05.mp4,5.088,9,0.811,0.000,0.482,0
datasets/gmdcsa24/Subject 1/Fall/05.mp4,5.120,9,0.799,0.000,0.481,0
datasets/gmdcsa24/Subject 1/Fall/05.mp4,5.152,9,0.790,0.000,0.480,0
datasets/gmdcsa24/Subject 1/Fall/05.mp4,5.184,9,0.797,0.000,0.480,0
datasets/gmdcsa24/Subject 1/Fall/05.mp4,5.216,9,0.795,0.000,0.479,0
datasets/gmdcsa24/Subject 1/Fall/05.mp4,5.264,9,0.826,0.000,0.482,0
datasets/gmdcsa24/Subject 1/Fall/05.mp4,5.296,9,0.804,0.000,0.482,0
datasets/gmdcsa24/Subject 1/Fall/05.mp4,5.328,9,0.826,0.000,0.485,0
datasets/gmdcsa24/Subject 1/Fall/05.mp4,5.360,9,0.805,0.000,0.485,0
datasets/gmdcsa24/Subject 1/Fall/05.mp4,5.392,9,0.826,0.000,0.487,0
datasets/gmdcsa24/Subject 1/Fall/05.mp4,5.424,9,0.813,0.000,0.487,0
datasets/gmdcsa24/Subject 1/Fall/05.mp4,5.456,9,0.808,0.000,0.487,0
datasets/gmdcsa24/Subject 1/Fall/05.mp4,5.488,9,0.796,0.000,0.485,0
datasets/gmdcsa24/Subject 1/Fall/05.mp4,5.520,9,0.817,0.000,0.486,0
datasets/gmdcsa24/Subject 1/Fall/05.mp4,5.552,9,0.818,0.000,0.487,0
datasets/gmdcsa24/Subject 1/Fall/05.mp4,5.584,9,0.822,0.000,0.488,0
datasets/gmdcsa24/Subject 1/Fall/05.mp4,5.632,9,0.812,0.000,0.488,0
datasets/gmdcsa24/Subject 1/Fall/05.mp4,5.664,9,0.807,0.000,0.487,0
datasets/gmdcsa24/Subject 1/Fall/05.mp4,5.696,9,0.836,0.000,0.490,0
datasets/gmdcsa24/Subject 1/Fall/05.mp4,5.728,9,0.796,0.000,0.488,0
datasets/gmdcsa24/Subject 1/Fall/05.mp4,5.760,9,0.823,0.000,0.489,0
datasets/gmdcsa24/Subject 1/Fall/05.mp4,5.792,9,0.799,0.000,0.487,0
datasets/gmdcsa24/Subject 1/Fall/05.mp4,5.824,9,0.797,0.000,0.485,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,0.832,3,0.603,0.000,0.036,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,0.864,3,0.441,0.000,0.055,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,0.896,3,0.522,0.000,0.076,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,0.928,3,0.608,0.000,0.097,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,0.976,3,0.351,0.000,0.099,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,1.008,3,0.320,0.000,0.098,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,1.040,3,0.466,0.000,0.106,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,1.072,3,0.433,0.000,0.111,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,1.104,3,0.533,0.000,0.121,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,1.136,3,0.617,0.000,0.134,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,1.168,3,0.444,0.000,0.134,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,1.200,3,0.675,0.000,0.147,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,1.232,3,0.521,0.000,0.149,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,2.144,3,0.616,0.000,0.156,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,2.176,3,0.621,0.000,0.162,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,2.208,3,0.435,0.000,0.156,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,2.240,3,0.521,0.000,0.156,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,2.272,3,0.602,0.000,0.161,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,2.304,3,0.614,0.000,0.166,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,2.336,3,0.621,0.000,0.170,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,2.368,3,0.571,0.000,0.170,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,2.416,3,0.704,0.000,0.178,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,2.448,3,0.771,0.000,0.189,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,2.480,3,0.363,0.000,0.173,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,2.512,3,0.433,0.000,0.164,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,2.544,3,0.650,0.000,0.170,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,2.576,3,0.459,0.000,0.164,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,2.608,3,0.409,0.000,0.156,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,2.608,4,0.693,0.000,0.042,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,2.640,3,0.612,0.000,0.161,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,2.640,4,0.725,0.000,0.077,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,2.672,3,0.392,0.000,0.153,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,2.672,4,0.737,0.000,0.106,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,2.704,3,0.436,0.000,0.148,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,2.704,4,0.880,0.000,0.137,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,2.752,4,0.891,0.000,0.163,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,2.784,4,0.908,0.000,0.185,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,2.816,4,0.874,0.000,0.201,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,2.848,4,0.904,0.000,0.215,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,2.880,4,0.806,0.000,0.220,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,2.912,4,0.896,0.000,0.230,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,2.944,4,0.872,0.000,0.236,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,2.976,4,0.852,0.000,0.240,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,3.008,4,0.848,0.000,0.243,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,3.040,4,0.818,0.000,0.243,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,3.072,4,0.857,0.000,0.246,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,3.120,4,0.867,0.000,0.249,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,3.152,4,0.870,0.000,0.251,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,3.184,4,0.873,0.000,0.253,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,3.216,4,0.875,0.000,0.255,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,3.248,4,0.883,0.000,0.257,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,3.280,4,0.882,0.000,0.259,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,3.312,4,0.900,0.000,0.261,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,3.344,4,0.888,0.000,0.262,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,3.376,4,0.897,0.000,0.263,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,3.408,4,0.909,0.000,0.265,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,3.440,4,0.900,0.000,0.266,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,3.488,4,0.901,0.000,0.267,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,3.520,4,0.898,0.000,0.268,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,3.552,4,0.904,0.000,0.268,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,3.584,4,0.904,0.000,0.269,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,3.616,4,0.884,0.000,0.268,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,3.648,4,0.867,0.000,0.267,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,3.680,4,0.895,0.000,0.267,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,3.712,4,0.890,0.000,0.267,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,3.744,4,0.883,0.000,0.266,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,3.776,4,0.836,0.000,0.263,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,3.824,4,0.830,0.000,0.260,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,3.856,4,0.830,0.000,0.258,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,3.888,4,0.864,0.000,0.258,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,3.920,4,0.850,0.000,0.258,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,3.952,4,0.803,0.000,0.254,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,3.984,4,0.707,0.000,0.246,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,4.016,4,0.488,0.000,0.226,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,4.048,4,0.540,0.000,0.213,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,4.080,4,0.632,0.000,0.208,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,4.112,4,0.538,0.000,0.199,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,4.144,4,0.623,0.000,0.197,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,4.192,4,0.558,0.000,0.191,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,4.224,4,0.749,0.000,0.198,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,4.256,4,0.563,0.000,0.192,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,4.288,4,0.585,0.000,0.189,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,4.320,4,0.521,0.000,0.182,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,4.352,4,0.664,0.000,0.186,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,4.384,4,0.564,0.000,0.182,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,4.416,4,0.603,0.000,0.182,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,4.448,4,0.557,0.000,0.179,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,4.481,4,0.595,0.000,0.179,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,4.528,4,0.633,0.000,0.181,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,4.560,4,0.568,0.000,0.179,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,4.592,4,0.574,0.000,0.178,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,4.624,4,0.643,0.000,0.181,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,4.656,4,0.571,0.000,0.179,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,4.688,4,0.603,0.000,0.179,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,4.720,4,0.661,0.000,0.183,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,4.752,4,0.631,0.000,0.184,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,4.784,4,0.687,0.000,0.189,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,4.816,4,0.637,0.000,0.189,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,4.848,4,0.739,0.000,0.196,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,4.896,4,0.723,0.000,0.200,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,4.928,4,0.721,0.000,0.203,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,4.960,4,0.633,0.000,0.201,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,4.992,4,0.679,0.000,0.201,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,5.024,4,0.613,0.000,0.198,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,5.056,4,0.672,0.000,0.199,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,5.088,4,0.669,0.000,0.199,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,5.120,4,0.694,0.000,0.201,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,5.152,4,0.688,0.000,0.202,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,5.184,4,0.635,0.000,0.200,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,5.216,4,0.665,0.000,0.200,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,5.264,4,0.611,0.000,0.196,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,5.296,4,0.670,0.000,0.197,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,5.328,4,0.615,0.000,0.195,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,5.360,4,0.669,0.000,0.196,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,5.392,4,0.627,0.000,0.194,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,5.424,4,0.598,0.000,0.191,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,5.456,4,0.627,0.000,0.191,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,5.488,4,0.690,0.000,0.194,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,5.520,4,0.539,0.000,0.188,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,5.552,4,0.665,0.000,0.190,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,5.600,4,0.658,0.000,0.191,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,5.632,4,0.688,0.000,0.194,0
datasets/gmdcsa24/Subject 1/Fall/06.mp4,5.664,4,0.693,0.000,0.197,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,0.544,2,0.611,0.000,0.037,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,0.768,2,0.526,0.000,0.061,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,1.072,2,0.537,0.000,0.081,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,1.536,4,0.604,0.000,0.036,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,1.584,4,0.768,0.000,0.075,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,1.616,4,0.806,0.000,0.108,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,1.648,4,0.712,0.000,0.129,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,1.680,4,0.864,0.000,0.155,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,1.712,4,0.783,0.000,0.171,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,1.744,4,0.571,0.000,0.171,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,1.776,4,0.752,0.000,0.182,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,1.808,4,0.775,0.000,0.192,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,1.840,4,0.828,0.000,0.203,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,1.872,4,0.862,0.000,0.215,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,1.904,4,0.854,0.000,0.223,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,1.952,4,0.874,0.000,0.231,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,1.984,4,0.883,0.000,0.238,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,2.016,4,0.911,0.000,0.245,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,2.048,4,0.906,0.000,0.250,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,2.080,4,0.884,0.000,0.253,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,2.112,4,0.873,0.000,0.255,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,2.144,4,0.883,0.000,0.257,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,2.176,4,0.884,0.000,0.259,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,2.208,4,0.868,0.000,0.259,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,2.240,4,0.853,0.000,0.258,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,2.288,4,0.853,0.000,0.258,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,2.320,4,0.840,0.000,0.257,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,2.352,4,0.835,0.000,0.255,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,2.384,4,0.830,0.000,0.254,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,2.416,4,0.833,0.000,0.253,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,2.448,4,0.845,0.000,0.253,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,2.480,4,0.859,0.000,0.254,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,2.512,4,0.862,0.000,0.255,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,2.544,4,0.859,0.000,0.256,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,2.576,4,0.862,0.000,0.256,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,2.608,4,0.857,0.000,0.256,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,2.656,4,0.854,0.000,0.256,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,2.688,4,0.858,0.000,0.257,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,2.720,4,0.865,0.000,0.257,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,2.752,4,0.863,0.000,0.257,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,2.784,4,0.869,0.000,0.258,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,2.816,4,0.871,0.000,0.259,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,2.848,4,0.881,0.000,0.260,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,2.880,4,0.878,0.000,0.261,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,2.912,4,0.848,0.000,0.259,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,2.944,4,0.860,0.000,0.259,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,2.976,4,0.847,0.000,0.258,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,3.024,4,0.871,0.000,0.259,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,3.056,4,0.868,0.000,0.259,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,3.088,4,0.872,0.000,0.260,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,3.120,4,0.881,0.000,0.261,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,3.152,4,0.860,0.000,0.260,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,3.184,4,0.879,0.000,0.261,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,3.216,4,0.866,0.000,0.261,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,3.248,4,0.858,0.000,0.260,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,3.280,4,0.862,0.000,0.260,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,3.312,4,0.864,0.000,0.260,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,3.360,4,0.853,0.000,0.259,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,3.392,4,0.873,0.000,0.259,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,3.424,4,0.878,0.000,0.260,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,3.456,4,0.874,0.000,0.261,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,3.488,4,0.868,0.000,0.261,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,3.520,4,0.888,0.000,0.262,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,3.552,4,0.859,0.000,0.261,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,3.584,4,0.873,0.000,0.261,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,3.616,4,0.878,0.000,0.262,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,3.648,4,0.879,0.000,0.262,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,3.680,4,0.856,0.000,0.261,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,3.728,4,0.859,0.000,0.260,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,3.760,4,0.870,0.000,0.260,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,3.792,4,0.875,0.000,0.261,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,3.824,4,0.864,0.000,0.261,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,3.856,4,0.880,0.000,0.261,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,3.888,4,0.870,0.000,0.522,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,3.920,4,0.878,0.000,0.523,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,3.952,4,0.869,0.000,0.523,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,3.984,4,0.860,0.000,0.522,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,4.016,4,0.876,0.000,0.522,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,4.048,4,0.868,0.000,0.522,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,4.096,4,0.875,0.000,0.523,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,4.128,4,0.860,0.000,0.521,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,4.160,4,0.881,0.000,0.523,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,4.192,4,0.849,0.000,0.520,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,4.224,4,0.861,0.000,0.520,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,4.256,4,0.877,0.000,0.521,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,4.288,4,0.858,0.000,0.520,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,4.320,4,0.892,0.000,0.523,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,4.352,4,0.877,0.000,0.523,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,4.384,4,0.878,0.000,0.524,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,4.432,4,0.879,0.000,0.525,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,4.464,4,0.876,0.000,0.525,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,4.496,4,0.879,0.000,0.525,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,4.528,4,0.871,0.000,0.525,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,4.560,4,0.881,0.000,0.526,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,4.592,4,0.883,0.000,0.526,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,4.624,4,0.861,0.000,0.524,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,4.656,4,0.874,0.000,0.524,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,4.688,4,0.876,0.000,0.525,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,4.720,4,0.870,0.000,0.524,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,4.752,4,0.859,0.000,0.522,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,4.800,4,0.872,0.000,0.523,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,4.832,4,0.871,0.000,0.523,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,4.864,4,0.870,0.000,0.523,0
datasets/gmdcsa24/Subject 1/Fall/07.mp4,4.896,4,0.874,0.000,0.523,0
